1,0.75,0
2,0.75,0
3,0.75,0
4,0.75,0
5,0.75,0
6,0.75,0
7,0.75,0
8,0.75,0
9,0.75,0
10,0.75,0
11,0.75,0
12,0.75,0
13,0.75,0
14,0.75,0
15,0.75,0
16,0.75,0
17,0.75,0
18,0.75,0
19,0.75,0
20,0.75,0
21,0.75,0
22,0.75,0
23,0.75,0
24,0.75,0
25,0.75,0
26,0.75,0
27,0.75,0
28,0.75,0
29,0.75,0
30,0.75,0
31,0.75,0
32,0.75,0
33,0.75,0
34,0.75,0
35,0.75,0
36,0.75,0
37,0.75,0
38,0.75,0
39,0.75,0
40,0.75,0
41,0.75,0
42,0.75,0
43,0.75,0
44,0.75,0
45,0.75,0
46,0.75,0
47,0.75,0
48,0.75,0
49,0.75,0
50,0.75,0
51,0.75,0
52,0.75,0
53,0.75,0
54,0.75,0
55,0.75,0
56,0.75,0
57,0.75,0
58,0.75,0
59,0.75,0
60,0.75,0
61,0.75,0
62,0.75,0
63,0.75,0
64,0.75,0
65,0.75,0
66,0.75,0
67,0.75,0
68,0.75,0
69,0.75,0
70,0.75,0
71,0.75,0
72,0.75,0
73,0.75,0
74,0.75,0
75,0.75,0
76,0.75,0
77,0.75,0
78,0.75,0
79,0.75,0
80,0.75,0
81,0.75,0
82,0.75,0
83,0.75,0
84,0.75,0
85,0.75,0
86,0.75,0
87,0.75,0
88,0.75,0
89,0.75,0
90,0.75,0
91,0.75,0
92,0.75,0
93,0.75,0
94,0.75,0
95,0.75,0
96,0.75,0
97,0.75,0
98,0.75,0
99,0.75,0
100,0.75,0
101,0.75,0
102,0.75,0
103,0.75,0
104,0.75,0
105,0.75,0
106,0.75,0
107,0.75,0
108,0.75,0
109,0.75,0
110,0.75,0
111,0.75,0
112,0.75,0
113,0.75,0
114,0.75,0
115,0.75,0
116,0.75,0
117,0.75,0
118,0.75,0
119,0.75,0
120,0.75,0
121,0.75,0
122,0,0.75
123,0,0.75
124,0,0.75
125,0,0.75
126,0,0.75
127,0,0.75
128,0,0.75
129,0,0.75
130,0,0.75
131,0,0.75
132,0,0.75
133,0,0.75
134,0,0.75
135,0,0.75
136,0,0.75
137,0,0.75
138,0.75,0
139,0.75,0
140,0.75,0
141,0.75,0
142,0.75,0
143,0.75,0
144,0.75,0
145,0.75,0
146,0.75,0
147,0.75,0
148,0.75,0
149,0.75,0
150,0.75,0
151,0.75,0
152,0.75,0
153,0.75,0
154,0.75,0
155,0.75,0
156,0.75,0
157,0.75,0
158,0.75,0
159,0.75,0
160,0.75,0
161,0.75,0
162,0.75,0
163,0.75,0
164,0.75,0
165,0.75,0
166,0.75,0
167,0.75,0
168,0.75,0
169,0.75,0
170,0.75,0
171,0.75,0
172,0.75,0
173,0.75,0
174,0.75,0
175,0.75,0
176,0.75,0
177,0.75,0
178,0.75,0
179,0.75,0
180,0.75,0
181,0.75,0
182,0.75,0
183,0.75,0
184,0.75,0
185,0.75,0
186,0.75,0
187,0.75,0
188,0.75,0
189,0.75,0
190,0.75,0
191,0.75,0
192,0.75,0
193,0.75,0
194,0.75,0
195,0.75,0
196,0.75,0
197,0.75,0
198,0.75,0
199,0.75,0
200,0.75,0
201,0.75,0
202,0.75,0
203,0.75,0
204,0.75,0
205,0.75,0
206,0.75,0
207,0.75,0
208,0.75,0
209,0.75,0
210,0.75,0
211,0.75,0
212,0.75,0
213,0.75,0
214,0.75,0
215,0.75,0
216,0.75,0
217,0.75,0
218,0.75,0
219,0.75,0
220,0.75,0
221,0.75,0
222,0.75,0
223,0.75,0
224,0.75,0
225,0.75,0
226,0.75,0
227,0.75,0
228,0.75,0
229,0.75,0
230,0.75,0
231,0.75,0
232,0.75,0
233,0.75,0
234,0.75,0
235,0.75,0
236,0.75,0
237,0.75,0
238,0.75,0
239,0.75,0
240,0.75,0
241,0.75,0
242,0.75,0
243,0.75,0
244,0.75,0
245,0.75,0
246,0.75,0
247,0.75,0
248,0.75,0
249,0.75,0
250,0.75,0
251,0.75,0
252,0.75,0
253,0.75,0
254,0.75,0
255,0.75,0
256,0.75,0
257,0.75,0
258,0.75,0
259,0,0.75
260,0,0.75
261,0,0.75
262,0,0.75
263,0,0.75
264,0,0.75
265,0,0.75
266,0,0.75
267,0,0.75
268,0,0.75
269,0,0.75
270,0,0.75
271,0,0.75
272,0,0.75
273,0,0.75
274,0,0.75
275,0.75,0
276,0.75,0
277,0.75,0
278,0.75,0
279,0.75,0
280,0.75,0
281,0.75,0
282,0.75,0
283,0.75,0
284,0.75,0
285,0.75,0
286,0.75,0
287,0.75,0
288,0.75,0
289,0.75,0
290,0.75,0
291,0.75,0
292,0.75,0
293,0.75,0
294,0.75,0
295,0.75,0
296,0.75,0
297,0.75,0
298,0.75,0
299,0.75,0
300,0.75,0
301,0.75,0
302,0.75,0
303,0.75,0
304,0.75,0
305,0.75,0
306,0.75,0
307,0.75,0
308,0.75,0
309,0.75,0
310,0.75,0
311,0.75,0
312,0.75,0
313,0.75,0
314,0.75,0
315,0.75,0
316,0.75,0
317,0.75,0
318,0.75,0
319,0.75,0
320,0.75,0
321,0.75,0
322,0.75,0
323,0.75,0
324,0.75,0
325,0.75,0
326,0.75,0
327,0.75,0
328,0.75,0
329,0.75,0
330,0.75,0
331,0.75,0
332,0.75,0
333,0.75,0
334,0.75,0
335,0.75,0
336,0.75,0
337,0.75,0
338,0.75,0
339,0.75,0
340,0.75,0
341,0.75,0
342,0.75,0
343,0.75,0
344,0.75,0
345,0.75,0
346,0.75,0
347,0.75,0
348,0.75,0
349,0.75,0
350,0.75,0
351,0.75,0
352,0.75,0
353,0.75,0
354,0.75,0
355,0.75,0
356,0.75,0
357,0.75,0
358,0.75,0
359,0.75,0
360,0.75,0
361,0.75,0
362,0.75,0
363,0.75,0
364,0.75,0
365,0.75,0
366,0.75,0
367,0.75,0
368,0.75,0
369,0.75,0
370,0.75,0
371,0.75,0
372,0.75,0
373,0.75,0
374,0.75,0
375,0.75,0
376,0.75,0
377,0.75,0
378,0.75,0
379,0.75,0
380,0.75,0
381,0.75,0
382,0.75,0
383,0.75,0
384,0.75,0
385,0.75,0
386,0.75,0
387,0.75,0
388,0.75,0
389,0.75,0
390,0.75,0
391,0.75,0
392,0.75,0
393,0.75,0
394,0.75,0
395,0.75,0
396,0,0.75
397,0,0.75
398,0,0.75
399,0,0.75
400,0,0.75
401,0,0.75
402,0,0.75
403,0,0.75
404,0,0.75
405,0,0.75
406,0,0.75
407,0,0.75
408,0,0.75
409,0,0.75
410,0,0.75
411,0,0.75
412,0.75,0
413,0.75,0
414,0.75,0
415,0.75,0
416,0.75,0
417,0.75,0
418,0.75,0
419,0.75,0
420,0.75,0
421,0.75,0
422,0.75,0
423,0.75,0
424,0.75,0
425,0.75,0
426,0.75,0
427,0.75,0
428,0.75,0
429,0.75,0
430,0.75,0
431,0.75,0
432,0.75,0
433,0.75,0
434,0.75,0
435,0.75,0
436,0.75,0
437,0.75,0
438,0.75,0
439,0.75,0
440,0.75,0
441,0.75,0
442,0.75,0
443,0.75,0
444,0.75,0
445,0.75,0
446,0.75,0
447,0.75,0
448,0.75,0
449,0.75,0
450,0.75,0
451,0.75,0
452,0.75,0
453,0.75,0
454,0.75,0
455,0.75,0
456,0.75,0
457,0.75,0
458,0.75,0
459,0.75,0
460,0.75,0
461,0.75,0
462,0.75,0
463,0.75,0
464,0.75,0
465,0.75,0
466,0.75,0
467,0.75,0
468,0.75,0
469,0.75,0
470,0.75,0
471,0.75,0
472,0.75,0
473,0.75,0
474,0.75,0
475,0.75,0
476,0.75,0
477,0.75,0
478,0.75,0
479,0.75,0
480,0.75,0
481,0.75,0
482,0.75,0
483,0.75,0
484,0.75,0
485,0.75,0
486,0.75,0
487,0.75,0
488,0.75,0
489,0.75,0
490,0.75,0
491,0.75,0
492,0.75,0
493,0.75,0
494,0.75,0
495,0.75,0
496,0.75,0
497,0.75,0
498,0.75,0
499,0.75,0
500,0.75,0
501,0.75,0
502,0.75,0
503,0.75,0
504,0.75,0
505,0.75,0
506,0.75,0
507,0.75,0
508,0.75,0
509,0.75,0
510,0.75,0
511,0.75,0
512,0.75,0
513,0.75,0
514,0.75,0
515,0.75,0
516,0.75,0
517,0.75,0
518,0.75,0
519,0.75,0
520,0.75,0
521,0.75,0
522,0.75,0
523,0.75,0
524,0.75,0
525,0.75,0
526,0.75,0
527,0.75,0
528,0.75,0
529,0.75,0
530,0.75,0
531,0.75,0
532,0.75,0
533,0,0.75
534,0,0.75
535,0,0.75
536,0,0.75
537,0,0.75
538,0,0.75
539,0,0.75
540,0,0.75
541,0,0.75
542,0,0.75
543,0,0.75
544,0,0.75
545,0,0.75
546,0,0.75
547,0,0.75
548,0,0.75
549,0.75,0
550,0.75,0
551,0.75,0
552,0.75,0
553,0.75,0
554,0.75,0
555,0.75,0
556,0.75,0
557,0.75,0
558,0.75,0
559,0.75,0
560,0.75,0
561,0.75,0
562,0.75,0
563,0.75,0
564,0.75,0
565,0.75,0
566,0.75,0
567,0.75,0
568,0.75,0
569,0.75,0
570,0.75,0
571,0.75,0
572,0.75,0
573,0.75,0
574,0.75,0
575,0.75,0
576,0.75,0
577,0.75,0
578,0.75,0
579,0.75,0
580,0.75,0
581,0.75,0
582,0.75,0
583,0.75,0
584,0.75,0
585,0.75,0
586,0.75,0
587,0.75,0
588,0.75,0
589,0.75,0
590,0.75,0
591,0.75,0
592,0.75,0
593,0.75,0
594,0.75,0
595,0.75,0
596,0.75,0
597,0.75,0
598,0.75,0
599,0.75,0
600,0.75,0
601,0.75,0
602,0.75,0
603,0.75,0
604,0.75,0
605,0.75,0
606,0.75,0
607,0.75,0
608,0.75,0
609,0.75,0
610,0.75,0
611,0.75,0
612,0.75,0
613,0.75,0
614,0.75,0
615,0.75,0
616,0.75,0
617,0.75,0
618,0.75,0
619,0.75,0
620,0.75,0
621,0.75,0
622,0.75,0
623,0.75,0
624,0.75,0
625,0.75,0
626,0.75,0
627,0.75,0
628,0.75,0
629,0.75,0
630,0.75,0
631,0.75,0
632,0.75,0
633,0.75,0
634,0.75,0
635,0.75,0
636,0.75,0
637,0.75,0
638,0.75,0
639,0.75,0
640,0.75,0
641,0.75,0
642,0.75,0
643,0.75,0
644,0.75,0
645,0.75,0
646,0.75,0
647,0.75,0
648,0.75,0
649,0.75,0
650,0.75,0
651,0.75,0
652,0.75,0
653,0.75,0
654,0.75,0
655,0.75,0
656,0.75,0
657,0.75,0
658,0.75,0
659,0.75,0
660,0.75,0
661,0.75,0
662,0.75,0
663,0.75,0
664,0.75,0
665,0.75,0
666,0.75,0
667,0.75,0
668,0.75,0
669,0.75,0
670,0,0.75
671,0,0.75
672,0,0.75
673,0,0.75
674,0,0.75
675,0,0.75
676,0,0.75
677,0,0.75
678,0,0.75
679,0,0.75
680,0,0.75
681,0,0.75
682,0,0.75
683,0,0.75
684,0,0.75
685,0,0.75
686,0.75,0
687,0.75,0
688,0.75,0
689,0.75,0
690,0.75,0
691,0.75,0
692,0.75,0
693,0.75,0
694,0.75,0
695,0.75,0
696,0.75,0
697,0.75,0
698,0.75,0
699,0.75,0
700,0.75,0
701,0.75,0
702,0.75,0
703,0.75,0
704,0.75,0
705,0.75,0
706,0.75,0
707,0.75,0
708,0.75,0
709,0.75,0
710,0.75,0
711,0.75,0
712,0.75,0
713,0.75,0
714,0.75,0
715,0.75,0
716,0.75,0
717,0.75,0
718,0.75,0
719,0.75,0
720,0.75,0
721,0.75,0
722,0.75,0
723,0.75,0
724,0.75,0
725,0.75,0
726,0.75,0
727,0.75,0
728,0.75,0
729,0.75,0
730,0.75,0
731,0.75,0
732,0.75,0
733,0.75,0
734,0.75,0
735,0.75,0
736,0.75,0
737,0.75,0
738,0.75,0
739,0.75,0
740,0.75,0
741,0.75,0
742,0.75,0
743,0.75,0
744,0.75,0
745,0.75,0
746,0.75,0
747,0.75,0
748,0.75,0
749,0.75,0
750,0.75,0
751,0.75,0
752,0.75,0
753,0.75,0
754,0.75,0
755,0.75,0
756,0.75,0
757,0.75,0
758,0.75,0
759,0.75,0
760,0.75,0
761,0.75,0
762,0.75,0
763,0.75,0
764,0.75,0
765,0.75,0
766,0.75,0
767,0.75,0
768,0.75,0
769,0.75,0
770,0.75,0
771,0.75,0
772,0.75,0
773,0.75,0
774,0.75,0
775,0.75,0
776,0.75,0
777,0.75,0
778,0.75,0
779,0.75,0
780,0.75,0
781,0.75,0
782,0.75,0
783,0.75,0
784,0.75,0
785,0.75,0
786,0.75,0
787,0.75,0
788,0.75,0
789,0.75,0
790,0.75,0
791,0.75,0
792,0.75,0
793,0.75,0
794,0.75,0
795,0.75,0
796,0.75,0
797,0.75,0
798,0.75,0
799,0.75,0
800,0.75,0
801,0.75,0
802,0.75,0
803,0.75,0
804,0.75,0
805,0.75,0
806,0.75,0
807,0,0.75
808,0,0.75
809,0,0.75
810,0,0.75
811,0,0.75
812,0,0.75
813,0,0.75
814,0,0.75
815,0,0.75
816,0,0.75
817,0,0.75
818,0,0.75
819,0,0.75
820,0,0.75
821,0,0.75
822,0,0.75
823,0.75,0
824,0.75,0
825,0.75,0
826,0.75,0
827,0.75,0
828,0.75,0
829,0.75,0
830,0.75,0
831,0.75,0
832,0.75,0
833,0.75,0
834,0.75,0
835,0.75,0
836,0.75,0
837,0.75,0
838,0.75,0
839,0.75,0
840,0.75,0
841,0.75,0
842,0.75,0
843,0.75,0
844,0.75,0
845,0.75,0
846,0.75,0
847,0.75,0
848,0.75,0
849,0.75,0
850,0.75,0
851,0.75,0
852,0.75,0
853,0.75,0
854,0.75,0
855,0.75,0
856,0.75,0
857,0.75,0
858,0.75,0
859,0.75,0
860,0.75,0
861,0.75,0
862,0.75,0
863,0.75,0
864,0.75,0
865,0.75,0
866,0.75,0
867,0.75,0
868,0.75,0
869,0.75,0
870,0.75,0
871,0.75,0
872,0.75,0
873,0.75,0
874,0.75,0
875,0.75,0
876,0.75,0
877,0.75,0
878,0.75,0
879,0.75,0
880,0.75,0
881,0.75,0
882,0.75,0
883,0.75,0
884,0.75,0
885,0.75,0
886,0.75,0
887,0.75,0
888,0.75,0
889,0.75,0
890,0.75,0
891,0.75,0
892,0.75,0
893,0.75,0
894,0.75,0
895,0.75,0
896,0.75,0
897,0.75,0
898,0.75,0
899,0.75,0
900,0.75,0
901,0.75,0
902,0.75,0
903,0.75,0
904,0.75,0
905,0.75,0
906,0.75,0
907,0.75,0
908,0.75,0
909,0.75,0
910,0.75,0
911,0.75,0
912,0.75,0
913,0.75,0
914,0.75,0
915,0.75,0
916,0.75,0
917,0.75,0
918,0.75,0
919,0.75,0
920,0.75,0
921,0.75,0
922,0.75,0
923,0.75,0
924,0.75,0
925,0.75,0
926,0.75,0
927,0.75,0
928,0.75,0
929,0.75,0
930,0.75,0
931,0.75,0
932,0.75,0
933,0.75,0
934,0.75,0
935,0.75,0
936,0.75,0
937,0.75,0
938,0.75,0
939,0.75,0
940,0.75,0
941,0.75,0
942,0.75,0
943,0.75,0
944,0,0.75
945,0,0.75
946,0,0.75
947,0,0.75
948,0,0.75
949,0,0.75
950,0,0.75
951,0,0.75
952,0,0.75
953,0,0.75
954,0,0.75
955,0,0.75
956,0,0.75
957,0,0.75
958,0,0.75
959,0,0.75
960,0.75,0
961,0.75,0
962,0.75,0
963,0.75,0
964,0.75,0
965,0.75,0
966,0.75,0
967,0.75,0
968,0.75,0
969,0.75,0
970,0.75,0
971,0.75,0
972,0.75,0
973,0.75,0
974,0.75,0
975,0.75,0
976,0.75,0
977,0.75,0
978,0.75,0
979,0.75,0
980,0.75,0
981,0.75,0
982,0.75,0
983,0.75,0
984,0.75,0
985,0.75,0
986,0.75,0
987,0.75,0
988,0.75,0
989,0.75,0
990,0.75,0
991,0.75,0
992,0.75,0
993,0.75,0
994,0.75,0
995,0.75,0
996,0.75,0
997,0.75,0
998,0.75,0
999,0.75,0
1000,0.75,0
1001,0.75,0
1002,0.75,0
1003,0.75,0
1004,0.75,0
1005,0.75,0
1006,0.75,0
1007,0.75,0
1008,0.75,0
1009,0.75,0
1010,0.75,0
1011,0.75,0
1012,0.75,0
1013,0.75,0
1014,0.75,0
1015,0.75,0
1016,0.75,0
1017,0.75,0
1018,0.75,0
1019,0.75,0
1020,0.75,0
1021,0.75,0
1022,0.75,0
1023,0.75,0
1024,0.75,0
1025,0.75,0
1026,0.75,0
1027,0.75,0
1028,0.75,0
1029,0.75,0
1030,0.75,0
1031,0.75,0
1032,0.75,0
1033,0.75,0
1034,0.75,0
1035,0.75,0
1036,0.75,0
1037,0.75,0
1038,0.75,0
1039,0.75,0
1040,0.75,0
1041,0.75,0
1042,0.75,0
1043,0.75,0
1044,0.75,0
1045,0.75,0
1046,0.75,0
1047,0.75,0
1048,0.75,0
1049,0.75,0
1050,0.75,0
1051,0.75,0
1052,0.75,0
1053,0.75,0
1054,0.75,0
1055,0.75,0
1056,0.75,0
1057,0.75,0
1058,0.75,0
1059,0.75,0
1060,0.75,0
1061,0.75,0
1062,0.75,0
1063,0.75,0
1064,0.75,0
1065,0.75,0
1066,0.75,0
1067,0.75,0
1068,0.75,0
1069,0.75,0
1070,0.75,0
1071,0.75,0
1072,0.75,0
1073,0.75,0
1074,0.75,0
1075,0.75,0
1076,0.75,0
1077,0.75,0
1078,0.75,0
1079,0.75,0
1080,0.75,0
1081,0,0.75
1082,0,0.75
1083,0,0.75
1084,0,0.75
1085,0,0.75
1086,0,0.75
1087,0,0.75
1088,0,0.75
1089,0,0.75
1090,0,0.75
1091,0,0.75
1092,0,0.75
1093,0,0.75
1094,0,0.75
1095,0,0.75
1096,0,0.75
1097,0.75,0
1098,0.75,0
1099,0.75,0
1100,0.75,0
1101,0.75,0
1102,0.75,0
1103,0.75,0
1104,0.75,0
1105,0.75,0
1106,0.75,0
1107,0.75,0
1108,0.75,0
1109,0.75,0
1110,0.75,0
